参考地名,经度(lon),纬度(lat),年份,月份,NDVI,土壤湿度,气温,蒸散量,降水量,最低气温,最高气温,SPI,STI
吴旗,108.125,36.625,2005,1,0.172,12.51,-8.73,4.79,3.47,-14.33,-3.86,-0.410047279,-0.276281116
吴旗,108.125,36.625,2005,2,0.148,12.38,-5.46,6.63,9.36,-16.45,2.06,-0.205685339,-0.318411012
吴旗,108.125,36.625,2005,3,0.172,12.91,2.34,8.33,9.05,-8.84,11.36,-1.223804245,0.101741631
吴旗,108.125,36.625,2005,4,0.195,13.17,11.73,18.77,8.61,1.88,21.24,-0.549488894,1.337363497
吴旗,108.125,36.625,2005,5,0.243,13.84,15.41,37.6,48.47,8.77,20.35,0.458596883,1.013459215
吴旗,108.125,36.625,2005,6,0.333,19.4,22.47,86.74,62.2,15.85,27.21,-0.433282578,2.238030409
吴旗,108.125,36.625,2005,7,0.404,21.35,22.98,88.22,80.35,17.13,26.38,0.256787454,0.64313564
吴旗,108.125,36.625,2005,8,0.534,19.93,20.0,72.22,66.99,13.8,24.95,-0.697745687,-0.722009044
吴旗,108.125,36.625,2005,9,0.471,20.33,16.55,48.48,79.21,10.44,22.12,0.750813098,1.453801598
吴旗,108.125,36.625,2005,10,0.404,23.45,8.15,30.9,50.69,2.99,11.95,-0.169043269,-0.589601258
吴旗,108.125,36.625,2005,11,0.246,19.38,3.04,16.34,0.69,-2.69,9.65,-0.707896873,1.033082561
吴旗,108.125,36.625,2005,12,0.195,13.43,-7.05,3.86,2.48,-12.86,-3.05,-0.353829315,-0.74725442
吴旗,108.125,36.625,2006,1,0.152,11.67,-6.99,4.87,7.04,-14.17,-2.99,1.534099687,0.405926706
吴旗,108.125,36.625,2006,2,0.176,12.31,-2.67,7.33,19.57,-10.4,3.56,0.56922606,0.563187845
吴旗,108.125,36.625,2006,3,0.172,13.66,4.22,12.69,4.32,-8.7,12.93,-1.738667866,0.556607134
吴旗,108.125,36.625,2006,4,0.191,13.48,11.49,19.29,13.1,-3.69,23.84,-1.326516795,1.185193311
吴旗,108.125,36.625,2006,5,0.29,19.67,16.42,68.44,54.8,7.45,23.14,1.383213194,0.56588346
吴旗,108.125,36.625,2006,6,0.349,16.36,21.54,65.69,28.22,15.53,27.64,-0.705330314,1.295511718
吴旗,108.125,36.625,2006,7,0.443,19.26,23.9,83.55,92.14,18.17,26.96,0.405463125,1.21392791
吴旗,108.125,36.625,2006,8,0.526,17.78,21.73,61.99,74.31,16.0,25.99,0.043540779,0.662600539
吴旗,108.125,36.625,2006,9,0.557,21.16,14.56,49.81,55.28,10.61,20.53,-0.420799848,-0.954467823
吴旗,108.125,36.625,2006,10,0.329,17.98,12.04,26.07,13.88,6.74,15.35,-1.91746996,2.58391157
吴旗,108.125,36.625,2006,11,0.243,14.25,3.04,9.25,8.78,-3.82,10.53,0.047916919,1.202241181
吴旗,108.125,36.625,2006,12,0.187,14.43,-4.42,6.76,4.79,-7.34,-1.47,0.327779207,0.629880908
吴旗,108.125,36.625,2007,1,0.176,12.23,-6.65,6.28,5.4,-11.31,-1.86,-1.295695646,0.467341178
吴旗,108.125,36.625,2007,2,0.18,12.57,1.13,6.77,11.48,-3.0,6.71,-0.08973527,1.757399837
吴旗,108.125,36.625,2007,3,0.195,16.92,2.57,16.49,30.76,-12.91,14.27,1.018143448,0.265941181
吴旗,108.125,36.625,2007,4,0.183,13.19,10.15,15.48,6.56,-1.54,17.53,-2.536536812,0.23033917
吴旗,108.125,36.625,2007,5,0.258,14.61,18.6,46.65,23.02,9.56,23.21,-0.465689084,2.314620173
吴旗,108.125,36.625,2007,6,0.396,17.41,20.99,58.0,56.35,13.75,26.19,0.134646985,0.503707654
吴旗,108.125,36.625,2007,7,0.487,20.64,21.94,74.07,108.8,15.11,26.68,-0.497075547,-0.52348388
吴旗,108.125,36.625,2007,8,0.546,18.42,22.45,79.79,65.42,18.03,26.25,-0.948473518,1.539884879
吴旗,108.125,36.625,2007,9,0.522,19.96,15.26,48.8,62.09,7.38,20.68,0.922183879,-0.167517079
吴旗,108.125,36.625,2007,10,0.341,21.34,7.93,24.01,38.5,1.63,14.25,2.221693784,-1.02250573
吴旗,108.125,36.625,2007,11,0.235,17.05,3.13,11.79,1.84,-2.42,7.91,-1.782378547,1.04576311
吴旗,108.125,36.625,2007,12,0.203,14.08,-3.86,6.19,6.47,-10.97,-0.98,0.053436442,0.644377132
吴旗,108.125,36.625,2008,1,0.191,12.22,-9.79,7.52,19.22,-17.27,-0.98,1.800523436,-1.402518157
吴旗,108.125,36.625,2008,2,0.16,12.67,-8.48,15.62,8.87,-16.26,2.57,-0.791894551,-1.088236485
吴旗,108.125,36.625,2008,3,0.187,14.48,5.97,11.4,10.3,-1.23,11.86,-0.611025025,1.234733071
吴旗,108.125,36.625,2008,4,0.219,16.58,10.99,23.13,19.34,2.43,18.25,-0.522729774,0.681653073
吴旗,108.125,36.625,2008,5,0.333,14.58,17.32,42.44,19.96,10.29,22.28,-2.198129393,1.175485994
吴旗,108.125,36.625,2008,6,0.408,17.25,20.55,63.02,65.4,13.5,25.63,-0.447580921,0.264725838
吴旗,108.125,36.625,2008,7,0.483,18.57,22.68,83.91,71.43,17.44,26.08,-1.241290052,0.259910728
吴旗,108.125,36.625,2008,8,0.534,18.2,20.49,70.38,87.07,13.9,25.17,-0.801164155,-0.528201058
吴旗,108.125,36.625,2008,9,0.534,21.21,15.6,51.72,72.18,6.31,21.49,1.220334206,0.067548713
吴旗,108.125,36.625,2008,10,0.443,19.57,10.08,29.99,23.73,3.46,15.75,-0.817522515,0.635701044
吴旗,108.125,36.625,2008,11,0.246,15.67,2.32,9.88,6.43,-5.25,8.84,-1.214577504,0.752745014
吴旗,108.125,36.625,2008,12,0.191,12.22,-4.67,3.24,0.95,-17.11,2.76,-1.194730291,0.452391213
吴旗,108.125,36.625,2009,1,0.183,10.73,-6.03,1.92,2.03,-16.48,0.82,-2.065169663,0.56295477
吴旗,108.125,36.625,2009,2,0.191,11.52,0.64,5.83,11.98,-5.05,4.76,-0.484375339,1.522486818
吴旗,108.125,36.625,2009,3,0.176,14.49,4.76,12.88,10.23,-3.17,13.35,-0.16146398,0.754861031
吴旗,108.125,36.625,2009,4,0.207,12.07,11.96,11.95,12.94,2.48,17.85,-1.465047027,1.312534568
吴旗,108.125,36.625,2009,5,0.345,17.24,15.42,48.94,55.9,10.4,19.78,0.120060424,0.209419849
吴旗,108.125,36.625,2009,6,0.404,15.27,22.23,58.71,17.35,17.66,26.24,-2.59486861,1.880252923
吴旗,108.125,36.625,2009,7,0.498,17.53,22.98,69.01,86.71,16.13,26.48,0.10498395,0.232380226
吴旗,108.125,36.625,2009,8,0.609,21.31,20.08,72.84,112.12,13.45,24.8,0.34462046,-1.351666566
吴旗,108.125,36.625,2009,9,0.597,19.93,16.01,44.14,33.92,11.25,18.51,-0.341866846,0.498154842
吴旗,108.125,36.625,2009,10,0.424,16.9,11.63,23.27,17.02,6.94,17.57,-0.914972368,1.733109903
吴旗,108.125,36.625,2009,11,0.262,20.61,-2.09,13.94,25.39,-14.15,11.23,1.352304733,-1.686904767
吴旗,108.125,36.625,2009,12,0.199,18.01,-5.68,10.49,3.86,-10.36,-2.07,-0.054826808,-0.032795565
吴旗,108.125,36.625,2010,1,0.183,12.78,-4.3,3.29,0.35,-14.22,-0.05,-1.806365445,1.210095867
吴旗,108.125,36.625,2010,2,0.172,13.19,-2.78,9.33,12.28,-13.42,7.4,1.534865703,0.622544166
吴旗,108.125,36.625,2010,3,0.176,14.78,3.11,13.53,17.02,-11.92,14.06,-0.248118882,0.05964232
吴旗,108.125,36.625,2010,4,0.191,17.32,8.08,29.32,38.13,-1.25,13.93,0.880859873,-1.485729295
吴旗,108.125,36.625,2010,5,0.435,18.39,15.69,50.51,39.72,7.98,22.47,-0.084229095,0.286835443
吴旗,108.125,36.625,2010,6,0.471,16.5,20.31,57.52,32.52,10.57,25.74,0.178307809,0.453265477
吴旗,108.125,36.625,2010,7,0.51,16.81,23.71,71.08,83.12,18.42,28.0,-0.994421723,1.437750569
吴旗,108.125,36.625,2010,8,0.581,21.92,21.05,91.36,114.5,16.91,26.23,0.391433217,-0.143793793
吴旗,108.125,36.625,2010,9,0.55,20.62,16.6,54.49,75.34,9.65,22.35,-0.241203936,1.22927247
吴旗,108.125,36.625,2010,10,0.463,20.47,9.43,31.95,31.68,1.22,15.07,0.400634298,0.344081669
吴旗,108.125,36.625,2010,11,0.262,16.62,2.14,12.1,2.05,-2.69,6.29,-1.057619174,0.997616154
吴旗,108.125,36.625,2010,12,0.207,12.41,-5.36,5.47,5.16,-14.94,2.18,-1.181565657,0.700797922
吴旗,108.125,36.625,2011,1,0.203,10.89,-13.05,3.57,5.05,-19.36,-6.18,0.253932191,-2.36159516
吴旗,108.125,36.625,2011,2,0.191,12.17,-2.31,7.96,13.35,-8.71,4.81,1.131156505,0.823725794
吴旗,108.125,36.625,2011,3,0.187,13.12,-0.24,7.47,6.93,-11.41,11.29,-1.282952067,-1.34661835
吴旗,108.125,36.625,2011,4,0.195,11.47,10.86,11.85,7.54,4.34,19.25,-1.666842855,0.779207736
吴旗,108.125,36.625,2011,5,0.372,18.31,15.82,56.05,48.45,9.16,22.2,0.202355696,-0.258562254
吴旗,108.125,36.625,2011,6,0.435,16.49,21.8,65.28,42.0,17.4,26.34,-1.543060695,1.544590416
吴旗,108.125,36.625,2011,7,0.475,17.54,22.87,78.46,73.81,19.48,26.63,-0.046756748,-0.450121951
吴旗,108.125,36.625,2011,8,0.577,17.4,21.1,71.12,53.9,14.25,26.7,-0.037432197,-0.158425192
吴旗,108.125,36.625,2011,9,0.53,22.36,14.43,60.59,134.38,5.77,22.69,0.007380906,-1.120725875
吴旗,108.125,36.625,2011,10,0.455,19.8,9.53,27.95,26.27,3.4,14.48,0.683112352,0.615471355
吴旗,108.125,36.625,2011,11,0.302,20.8,3.53,17.22,55.0,-4.92,8.72,2.055585247,1.538245603
吴旗,108.125,36.625,2011,12,0.191,24.02,-6.12,21.42,8.29,-12.4,-1.72,-0.115981476,0.104228219
吴旗,108.125,36.625,2012,1,0.187,16.89,-9.04,10.59,10.47,-17.62,-3.45,0.198811567,-0.41246427
吴旗,108.125,36.625,2012,2,0.183,14.3,-5.28,6.84,3.15,-13.07,0.8,-1.440788654,-0.477297773
吴旗,108.125,36.625,2012,3,0.187,14.05,3.29,10.73,15.22,-2.54,10.07,-0.013681701,0.049988257
吴旗,108.125,36.625,2012,4,0.211,17.68,12.16,35.69,36.23,4.94,18.12,-0.06732518,0.9256289
吴旗,108.125,36.625,2012,5,0.467,18.67,17.23,64.23,45.04,13.27,21.29,0.081349159,0.630545341
吴旗,108.125,36.625,2012,6,0.483,19.0,21.11,82.83,75.28,17.04,25.78,0.23954863,0.09838196
吴旗,108.125,36.625,2012,7,0.648,20.78,23.39,97.85,113.43,19.86,26.87,-0.150062087,0.501058669
吴旗,108.125,36.625,2012,8,0.699,20.5,21.64,89.84,93.58,18.05,24.98,0.222782331,0.073830378
吴旗,108.125,36.625,2012,9,0.652,22.16,14.46,61.15,73.12,8.92,18.64,0.751641964,-1.330291776
吴旗,108.125,36.625,2012,10,0.585,17.35,10.0,23.43,6.94,4.05,14.96,-1.111897713,0.251324829
吴旗,108.125,36.625,2012,11,0.254,15.84,-0.2,14.72,17.71,-5.23,7.49,0.505688661,-0.755289885
吴旗,108.125,36.625,2012,12,0.219,14.62,-6.71,8.63,4.0,-18.22,-1.39,-0.366274497,-0.180912119
吴旗,108.125,36.625,2013,1,0.207,12.06,-5.95,3.54,2.51,-15.1,1.6,0.087202679,0.867969658
吴旗,108.125,36.625,2013,2,0.203,12.0,-1.16,8.05,13.8,-8.66,7.26,-0.813426972,0.894793793
吴旗,108.125,36.625,2013,3,0.191,11.43,7.96,5.98,1.11,-3.41,14.73,-2.247261922,1.871559679
吴旗,108.125,36.625,2013,4,0.243,13.21,11.19,16.1,14.14,1.43,19.59,-0.303172572,0.315637456
吴旗,108.125,36.625,2013,5,0.365,17.18,17.54,55.43,61.6,12.37,24.27,-0.014921301,1.103833551
吴旗,108.125,36.625,2013,6,0.514,18.51,21.83,77.03,52.0,13.53,26.43,0.205235893,1.075935913
吴旗,108.125,36.625,2013,7,0.624,26.62,21.63,108.11,249.26,16.81,25.65,2.888828061,-0.941002128
吴旗,108.125,36.625,2013,8,0.644,21.62,22.75,109.41,57.31,15.45,26.01,-0.515934061,1.195694665
吴旗,108.125,36.625,2013,9,0.601,19.12,16.22,52.89,75.72,10.54,21.58,0.729519203,0.052955632
吴旗,108.125,36.625,2013,10,0.475,20.38,11.21,36.26,36.7,4.98,17.41,-0.930906701,1.14618956
吴旗,108.125,36.625,2013,11,0.329,20.78,1.1,22.34,13.81,-10.71,7.83,-0.237954321,0.235826191
吴旗,108.125,36.625,2013,12,0.231,16.73,-5.06,6.55,0.0,-11.99,1.06,-1.649050889,0.280768273
吴旗,108.125,36.625,2014,1,0.215,12.51,-3.98,2.86,0.83,-8.84,3.26,-0.8100625,1.584701589
吴旗,108.125,36.625,2014,2,0.195,13.12,-5.78,9.33,18.86,-15.18,4.06,1.138110901,-0.452386506
吴旗,108.125,36.625,2014,3,0.219,16.32,5.56,14.61,12.18,-2.47,14.38,-0.412193097,1.10046222
吴旗,108.125,36.625,2014,4,0.321,18.22,12.01,31.78,49.97,5.44,17.39,1.188531218,0.516479865
吴旗,108.125,36.625,2014,5,0.428,16.81,16.45,57.25,10.87,8.35,24.35,-0.748174476,-0.021138741
吴旗,108.125,36.625,2014,6,0.546,17.3,21.48,67.39,57.46,15.82,24.91,0.33428514,0.019481912
吴旗,108.125,36.625,2014,7,0.64,17.68,23.34,81.0,47.52,15.97,27.62,-0.410150161,-0.098568589
吴旗,108.125,36.625,2014,8,0.672,18.26,20.46,71.03,79.85,14.8,27.24,-0.314992612,-1.487369177
吴旗,108.125,36.625,2014,9,0.66,23.79,16.08,58.79,177.88,11.54,19.96,1.042220605,0.473824338
吴旗,108.125,36.625,2014,10,0.518,23.29,11.49,43.28,29.31,4.73,16.64,-0.686734004,1.619747454
吴旗,108.125,36.625,2014,11,0.317,19.75,1.99,18.45,20.62,-9.23,6.61,0.582575209,0.459608821
吴旗,108.125,36.625,2014,12,0.246,17.58,-5.88,21.74,3.02,-10.49,-0.17,-0.722239924,-0.167895483
吴旗,108.125,36.625,2015,1,0.235,12.85,-4.36,7.72,16.61,-10.06,-0.64,0.588543373,1.412779474
吴旗,108.125,36.625,2015,2,0.223,12.75,-2.31,11.49,5.84,-10.09,2.64,0.06775808,0.672634965
吴旗,108.125,36.625,2015,3,0.223,15.0,4.83,11.15,18.91,-4.88,13.46,-0.125626161,0.869939018
吴旗,108.125,36.625,2015,4,0.266,20.64,10.91,39.29,40.75,2.64,18.92,0.783334694,0.398743908
吴旗,108.125,36.625,2015,5,0.451,18.63,16.7,57.18,26.76,9.73,22.4,-0.873977873,0.430305736
吴旗,108.125,36.625,2015,6,0.577,18.33,19.98,68.72,49.95,15.57,24.22,0.023476506,-0.54193425
吴旗,108.125,36.625,2015,7,0.64,16.39,23.56,76.68,35.21,20.53,27.48,-2.746773934,0.9017556
吴旗,108.125,36.625,2015,8,0.628,18.09,21.5,72.7,70.49,18.19,27.1,-1.201022763,-0.018659122
吴旗,108.125,36.625,2015,9,0.613,19.53,15.78,44.34,78.77,7.91,20.59,0.669859507,0.225849888
吴旗,108.125,36.625,2015,10,0.475,19.52,9.53,26.79,43.22,0.41,14.45,0.983392613,0.132049604
吴旗,108.125,36.625,2015,11,0.29,22.8,2.94,15.57,44.67,-10.06,6.95,1.953089731,1.281785533
吴旗,108.125,36.625,2015,12,0.199,17.07,-5.51,9.93,9.82,-15.03,1.09,1.548075851,0.235903616
吴旗,108.125,36.625,2016,1,0.195,14.41,-7.55,11.31,10.65,-17.77,-1.52,-0.051342055,-0.796174744
吴旗,108.125,36.625,2016,2,0.203,13.24,-3.92,13.01,14.01,-14.06,2.7,-0.302134663,-0.07116222
吴旗,108.125,36.625,2016,3,0.223,15.93,4.67,13.11,14.19,-6.18,13.74,0.693339486,0.78648526
吴旗,108.125,36.625,2016,4,0.282,20.17,13.16,40.11,40.03,6.47,19.8,-1.003768701,1.426963988
吴旗,108.125,36.625,2016,5,0.451,18.94,14.54,52.35,41.89,7.39,20.26,-0.132522516,-1.063919645
吴旗,108.125,36.625,2016,6,0.557,19.7,21.05,79.13,79.54,12.27,26.51,-0.376585697,0.064075101
吴旗,108.125,36.625,2016,7,0.597,23.54,22.54,103.7,133.76,17.58,26.45,-0.377196367,0.542215938
吴旗,108.125,36.625,2016,8,0.624,21.54,22.56,89.28,74.12,16.89,25.5,-0.264193481,1.718515167
吴旗,108.125,36.625,2016,9,0.585,19.15,16.57,46.62,32.09,11.69,22.16,-1.511828725,0.827149503
吴旗,108.125,36.625,2016,10,0.467,23.07,9.73,32.93,74.28,0.83,19.34,1.081736135,0.690875179
吴旗,108.125,36.625,2016,11,0.309,20.27,2.98,21.52,9.55,-7.94,10.17,-1.216529119,0.96432331
吴旗,108.125,36.625,2016,12,0.227,16.45,-1.11,9.02,5.83,-5.88,3.51,0.483147744,1.730942609
吴旗,108.125,36.625,2017,1,0.219,13.86,-3.66,3.48,4.13,-9.63,0.49,-0.188403535,1.230225241
吴旗,108.125,36.625,2017,2,0.211,15.38,-1.89,17.4,19.28,-12.14,4.84,1.042398803,0.280439558
吴旗,108.125,36.625,2017,3,0.211,16.75,2.77,16.53,20.87,-2.53,8.74,0.220144029,-0.404790203
吴旗,108.125,36.625,2017,4,0.254,19.16,11.79,34.72,36.19,5.81,17.89,-0.036227438,0.811316264
吴旗,108.125,36.625,2017,5,0.38,19.69,16.97,61.11,45.32,8.61,23.28,0.095839674,0.727000168
吴旗,108.125,36.625,2017,6,0.573,20.65,20.81,76.08,65.09,12.67,24.14,-0.188094963,0.149437697
吴旗,108.125,36.625,2017,7,0.605,20.51,24.21,91.84,129.02,14.78,28.98,0.527576299,2.00246624
吴旗,108.125,36.625,2017,8,0.68,24.61,19.17,81.84,135.6,10.53,25.55,1.133591445,-0.858893153
吴旗,108.125,36.625,2017,9,0.664,23.81,16.69,59.11,31.48,14.4,19.59,-2.373171582,1.523104057
吴旗,108.125,36.625,2017,10,0.487,26.33,8.43,35.73,99.31,2.12,15.15,1.386522424,-0.617767426
吴旗,108.125,36.625,2017,11,0.298,21.54,2.91,19.63,1.67,-2.73,9.96,-1.782378547,0.679841541
吴旗,108.125,36.625,2017,12,0.246,14.9,-2.83,4.73,0.0,-7.93,0.72,-0.625764636,0.590630178
吴旗,108.125,36.625,2018,1,0.207,12.88,-6.49,17.79,31.0,-13.4,-0.19,1.367273309,-0.109392048
吴旗,108.125,36.625,2018,2,0.215,13.93,-2.48,17.72,7.75,-11.89,5.88,-0.987738816,-0.036402961
吴旗,108.125,36.625,2018,3,0.219,16.58,8.35,13.74,11.8,1.22,16.24,-0.555720577,1.96966997
吴旗,108.125,36.625,2018,4,0.412,20.28,12.63,39.0,35.24,0.44,18.87,0.146220595,1.582982235
吴旗,108.125,36.625,2018,5,0.491,20.82,15.97,61.67,47.93,9.76,21.76,0.19028631,0.730748219
吴旗,108.125,36.625,2018,6,0.62,22.42,20.18,79.82,82.59,11.76,24.27,-0.030048497,0.240457812
吴旗,108.125,36.625,2018,7,0.715,27.17,21.11,101.27,173.27,16.6,23.99,0.830411805,0.233095582
吴旗,108.125,36.625,2018,8,0.711,26.56,21.51,104.1,139.05,15.94,24.59,0.477322329,1.450533127
吴旗,108.125,36.625,2018,9,0.656,24.57,13.55,59.07,45.41,9.37,18.64,-0.122249212,-1.324634285
吴旗,108.125,36.625,2018,10,0.467,21.69,8.85,33.89,9.07,4.46,13.17,-0.960542524,-0.845417879
吴旗,108.125,36.625,2018,11,0.302,20.69,2.36,16.22,12.13,-2.75,9.42,-0.789588102,0.305806666
吴旗,108.125,36.625,2018,12,0.254,17.0,-5.3,13.02,9.34,-12.82,2.61,-0.813981967,-0.686188132
吴旗,108.125,36.625,2019,1,0.239,13.91,-4.59,13.39,18.21,-9.56,-0.92,-0.691618534,0.452642867
吴旗,108.125,36.625,2019,2,0.235,14.84,-2.12,10.97,11.99,-8.06,1.9,0.551156409,0.241829298
吴旗,108.125,36.625,2019,3,0.239,14.82,4.77,8.8,4.23,-0.62,11.45,-1.853988272,0.543722539
吴旗,108.125,36.625,2019,4,0.274,18.28,13.03,31.02,35.76,8.26,19.64,0.266689006,1.733453492
吴旗,108.125,36.625,2019,5,0.451,21.07,14.43,57.38,37.89,6.35,22.91,-0.135860077,-0.928627768
吴旗,108.125,36.625,2019,6,0.577,22.25,19.62,74.66,83.87,13.92,23.27,0.261503387,-0.146275312
吴旗,108.125,36.625,2019,7,0.644,21.45,21.88,90.73,83.76,14.13,26.33,-0.847370568,0.399738917
吴旗,108.125,36.625,2019,8,0.66,22.53,20.21,87.65,84.21,14.59,24.34,-0.030472927,-0.132998779
吴旗,108.125,36.625,2019,9,0.644,24.74,15.85,67.63,128.91,11.14,21.99,-0.196289787,0.74230768
吴旗,108.125,36.625,2019,10,0.467,23.88,10.09,38.11,45.07,3.74,16.86,0.683112352,0.51861903
吴旗,108.125,36.625,2019,11,0.329,22.46,3.22,22.02,14.8,-4.46,8.94,0.507928101,0.911811954
吴旗,108.125,36.625,2019,12,0.262,17.44,-2.35,10.96,0.76,-8.21,2.05,-0.722239924,1.139571464
吴旗,108.125,36.625,2020,1,0.227,14.85,-4.51,8.24,15.26,-10.3,-0.64,1.360726341,0.554172421
吴旗,108.125,36.625,2020,2,0.227,16.18,0.27,9.86,11.83,-9.21,6.45,0.400894848,1.007741825
吴旗,108.125,36.625,2020,3,0.243,15.81,6.38,13.85,4.9,-0.03,12.95,-1.415232463,1.187736066
吴旗,108.125,36.625,2020,4,0.27,15.97,10.99,25.03,21.42,1.63,20.93,-0.687257095,0.121576413
